year,province,population,in_migration,out_migration,net_migration,migration_turnover,in_migration_rate,out_migration_rate,net_migration_rate,turnover_rate,in_out_ratio
2014,SİVAS,623116,29726,34855,-5129,64581,47.70540316730753,55.93661533326058,-8.19747458966677,103.64201850056811,0.8528475111174867
2014,SİİRT,318366,10551,14366,-3815,24917,33.141101750815096,45.12416526890434,-11.911694223843059,78.26526701971945,0.7344424335235974
2014,TEKİRDAĞ,906732,52994,31266,21728,84260,58.44505322410591,34.48207408583793,24.253573071032786,92.92712730994384,1.6949401906224013
2014,TOKAT,597920,35891,38737,-2846,74628,60.026424939791276,64.78625903130853,-4.748532976943086,124.81268397109982,0.9265301907736789
2014,TRABZON,766782,31847,29741,2106,61588,41.53331716185304,38.78677381576511,2.7503202830244122,80.32009097761815,1.0708113378837296
2014,TUNCELİ,86527,7286,6810,476,14096,84.20493025298462,78.70375720873254,5.516346231848787,162.90868746171716,1.0698972099853157
2014,UŞAK,349459,10190,10895,-705,21085,29.159357750122332,31.176761794659747,-2.0153711355973147,60.33611954478208,0.9352914180816888
2014,VAN,1085542,27587,44435,-16848,72022,25.413111606920783,40.93346917945137,-15.400844267554934,66.34658078637216,0.6208394283785305
2014,YALOVA,226514,14680,11064,3616,25744,64.80835621639281,48.844663023036105,16.092138171655407,113.65301923942891,1.326825741142444
2014,YOZGAT,432560,16200,27722,-11522,43922,37.451451821712595,64.08821897540226,-26.286671183904033,101.53967079711485,0.5843734218310367
2014,ZONGULDAK,598796,18115,24783,-6668,42898,30.25237309534466,41.38805202439562,-11.074020560344112,71.64042511974029,0.7309445991203648
2014,ÇANAKKALE,511790,27429,20540,6889,47969,53.59424764063385,40.133648566794974,13.551806792821024,93.72789620742883,1.3353943524829601
2014,ÇANKIRI,183550,14519,23080,-8561,37599,79.10106238082267,125.74230454916916,-45.578327268468115,204.84336692999182,0.6290727902946274
2014,ÇORUM,527220,15875,24652,-8777,40527,30.11076969765942,46.75846895034331,-16.510270245867023,76.86923864800274,0.6439639785818595
2014,İSTANBUL,14377018,438998,424662,14336,863660,30.534704762837467,29.537557788409252,0.9976443734624927,60.072262551246716,1.033758612732008
2014,İZMİR,4113072,124439,101447,22992,225886,30.25451535980892,24.66453298167404,5.605650120831602,54.91904834148296,1.226640511794336
2014,ŞANLIURFA,1845667,35670,49030,-13360,84700,19.32634651862985,26.564922057987708,-7.212471529362479,45.891268576617556,0.7275137670813787
2014,ŞIRNAK,488966,12749,16142,-3393,28891,26.07338751569639,33.01252029793483,-6.915140244057779,59.085907813631216,0.789802998389295
2015,ADANA,2183167,52647,64192,-11545,116839,24.114966926487988,29.40315605723245,-5.274243532084829,53.51812298372044,0.8201489282153539
2015,ADIYAMAN,602774,18523,24064,-5541,42587,30.729593512659804,39.92209352095479,-9.15044228789131,70.65168703361459,0.7697390292553191
2015,AFYONKARAHİSAR,709015,22922,26226,-3304,49148,32.329358335155106,36.989344372121884,-4.649153541672823,69.318702707277,0.8740181499275528
2015,AKSARAY,386514,12205,14164,-1959,26369,31.577122691545455,36.64550313830806,-5.055568674055178,68.22262582985351,0.8616916125388309
2015,AMASYA,322167,13957,15092,-1135,29049,43.32225212389847,46.84526968932262,-3.5168226514363976,90.1675218132211,0.9247945931619401
2015,ANKARA,5270575,204048,153001,51047,357049,38.714561504200205,29.029280486474438,9.732411588332354,67.74384199067464,1.3336383422330573
2015,ANTALYA,2288456,96441,68374,28067,164815,42.14238770594672,29.877786594979323,12.340275388587653,72.02017430092604,1.4104922923918448
2015,ARDAHAN,99265,5630,7802,-2172,13432,56.71686898705485,78.59769304387247,-21.64402945660731,135.3145620309273,0.7216098436298385
2015,ARTVİN,168370,9050,10969,-1919,20019,53.75066817128942,65.14818554374294,-11.33293371798771,118.89885371503237,0.8250524204576534
2015,AYDIN,1053506,42743,37689,5054,80432,40.57214671772159,35.774831847184544,4.808849653513533,76.34697856490614,1.1340974820239327
2015,AĞRI,547210,16597,32174,-15577,48771,30.330220573454433,58.79644012353575,-28.066742522727537,89.12666069699019,0.515851308509977
2015,BALIKESİR,1186688,43296,48892,-5596,92188,36.48473735303635,41.200382914464456,-4.704553059052397,77.6851202675008,0.8855436472224495
2015,BARTIN,190708,8872,8113,759,16985,46.52138347630933,42.54147702246366,3.987842073047389,89.06286049877299,1.0935535560212006
2015,BATMAN,566633,18872,23216,-4344,42088,33.30550815077837,40.971845974378475,-7.637063668568314,74.27735412515685,0.8128876636802206
2015,BAYBURT,78550,7150,9281,-2131,16431,91.0248249522597,118.15404201145768,-26.76614478336505,209.17886696371738,0.7703911216463744
2015,BOLU,291095,14681,12401,2280,27082,50.43370720898676,42.60121266253285,7.8632891310720625,93.0349198715196,1.18385614063382
2015,BURDUR,258339,12537,12247,290,24784,48.52925806788754,47.406702046535756,1.1231864412031263,95.9359601144233,1.0236792683922593
2015,BURSA,2842547,84253,64558,19695,148811,29.639967254719096,22.71132192361287,6.952731837598729,52.35128917833197,1.3050745066451872
2015,BİLECİK,212361,10890,9806,1084,20696,51.280602370491756,46.17608694628486,5.117576799059575,97.45668931677662,1.1105445645523149
2015,BİNGÖL,267184,9906,13122,-3216,23028,37.075573387628005,49.1122222887598,-11.964641804815619,86.18779567638781,0.7549154092363969
2015,BİTLİS,340449,11936,18801,-6865,30737,35.05958307999142,55.224130486504585,-19.96327223185894,90.283713566496,0.6348598478804319
2015,DENİZLİ,993442,30185,24961,5224,55146,30.3842599769287,25.125774831343954,5.272347425895461,55.51003480827265,1.2092864869195945
2015,DÜZCE,360388,13434,12088,1346,25522,37.2764908931485,33.5416273571817,3.7418511877458545,70.8181182503302,1.1113500992720053
2015,DİYARBAKIR,1654196,36124,56025,-19901,92149,21.837799148347596,33.868417043687685,-11.958682724147183,55.706216192035285,0.6447835787594823
2015,EDİRNE,402537,18779,17458,1321,36237,46.65161214993901,43.36992624280501,3.287079488350277,90.02153839274402,1.0756673158437393
2015,ELAZIĞ,574304,22170,21699,471,43869,38.60324845378057,37.78312531342286,0.8204595793010765,76.38637376720344,1.02170606940412
2015,ERZURUM,762321,29624,41803,-12179,71427,38.860270148664405,54.83647964571355,-15.849601222263361,93.69674979437796,0.7086572734014305
2015,ERZİNCAN,222918,14062,16766,-2704,30828,63.081491849020715,75.21151275356857,-12.056895706068579,138.2930046025893,0.8387212215197424
2015,ESKİŞEHİR,826716,36041,28298,7743,64339,43.5953822110616,34.22940889011462,9.410040414683454,77.82479110117622,1.2736235776379956
2015,GAZİANTEP,1931836,46435,48858,-2423,95293,24.036719473081565,25.290966728024532,-1.2534611798209823,49.3276862011061,0.9504073027958574
2015,GÜMÜŞHANE,151449,20437,17737,2700,38174,134.94311616451742,117.11533255419316,17.988127835628486,252.0584487187106,1.15222416417658
2015,GİRESUN,426686,22308,26942,-4634,49250,52.28200597160441,63.142451357672854,-10.801789264876936,115.42445732927727,0.8280008908024645
2015,HAKKARİ,278775,8216,12983,-4767,21199,29.471796251457267,46.57160792754013,-16.95484931097584,76.0434041789974,0.6328275437110067
2015,HATAY,1533507,32868,41519,-8651,74387,21.43322462825406,27.07454220945845,-5.625450105912055,48.50776683771251,0.791637563525133
2015,ISPARTA,421766,19042,18659,383,37701,45.14825756462114,44.240171090130545,0.9084989723050138,89.38842865475169,1.0205262875824
2015,IĞDIR,192435,7321,10589,-3268,17910,38.04401486216125,55.02637254137761,-16.83937156372218,93.07038740353886,0.6913778449334215
2015,KAHRAMANMARAŞ,1096610,26856,32272,-5416,59128,24.490019241115803,29.42887626412307,-4.9266909120018045,53.91889550523887,0.8321764997521071
2015,KARABÜK,236978,17017,12567,4450,29584,71.8083535180481,53.03023909392433,18.956094277815406,124.83859261197242,1.3541020132091988
2015,KARAMAN,242196,9195,9865,-670,19060,37.96511915968885,40.73147368247205,-2.7625334493322504,78.6965928421609,0.9320831221490117
2015,KARS,292660,11328,19809,-8481,31137,38.707032050843985,67.68605207407914,-28.565125353443324,106.39308412492312,0.5718612751779494
2015,KASTAMONU,372633,21601,18092,3509,39693,57.9685642441759,48.55179224599002,9.461319542653456,106.52035649016592,1.1939531284545655
2015,KAYSERİ,1341056,37832,36087,1745,73919,28.210604180586046,26.90939080843753,1.3020605014164106,55.119994989023574,1.0483553634272729
2015,KIRIKKALE,270271,12585,15204,-2619,27789,46.564374276189454,56.2546481124501,-9.6435495184669,102.81902238863955,0.8277426992896606
2015,KIRKLARELİ,346973,16098,13816,2282,29914,46.39554086341012,39.818660241574996,6.598579657174582,86.21420110498511,1.1651708164447019
2015,KIRŞEHİR,225562,11928,11544,384,23472,52.88124772789743,51.17883331412206,1.7038647557350135,104.06008104201949,1.0332640332640333
2015,KOCAELİ,1780055,87158,56927,30231,144085,48.96365561738261,31.98047251348975,17.128632454540227,80.94412813087236,1.5310485358441512
2015,KONYA,2130544,56817,57056,-239,113873,26.667836946807952,26.780014869441796,-0.1121716310435693,53.447851816249745,0.9958111329220415
2015,KÜTAHYA,571463,19447,22337,-2890,41784,34.03019968046925,39.08739498445219,-5.04443994498244,73.11759466492144,0.8706182567041232
2015,KİLİS,130655,6776,6593,183,13369,51.86177337262256,50.46113811182121,1.4016168377839135,102.32291148444376,1.027756711663886
2015,MALATYA,772904,26925,31368,-4443,58293,34.836150414540484,40.584600416093075,-5.731975015658755,75.42075083063357,0.8583588370313695
2015,MANİSA,1380366,39558,36736,2822,76294,28.65761689291101,26.61323156322309,2.046477223694754,55.2708484561341,1.0768183797909407
2015,MARDİN,796591,24255,34592,-10337,58847,30.448498664935958,43.42504497289073,-12.892893691936298,73.87354363782669,0.7011736817761333
2015,MERSİN,1745221,56171,58404,-2233,114575,32.185608584815334,33.465102700460285,-1.2786760863807827,65.65071128527562,0.9617663173755222
2015,MUĞLA,908877,42112,37663,4449,79775,46.33410241429809,41.439050608608206,4.907061966960881,87.77315302290629,1.1181265432918248
2015,MUŞ,408728,12752,23855,-11103,36607,31.19923274157875,58.363997572958056,-26.80074683878879,89.56323031453681,0.5345629846992245
2015,NEVŞEHİR,286767,11144,11955,-811,23099,38.86081731858965,41.688897258052705,-2.8240865681776635,80.54971457664236,0.9321622751986617
2015,NİĞDE,346114,13878,15959,-2081,29837,40.09661556596959,46.10908544583577,-5.994449157363652,86.20570101180536,0.869603358606429
2015,ORDU,728949,29835,32600,-2765,62435,40.92878925686159,44.721921561041995,-3.785951995771783,85.65071081790359,0.9151840490797546
2015,OSMANİYE,512873,18567,19303,-736,37870,36.20194473095679,37.63699785326972,-1.4340241718802669,73.8389425842265,0.9618712117287468
2015,RİZE,328979,15514,18936,-3422,34450,47.15802528428866,57.5599050395314,-10.348060116725634,104.71793032382006,0.8192860160540769
2015,SAKARYA,953181,35943,28492,7451,64435,37.70847299725865,29.89148965411606,7.847655840637081,67.59996265137471,1.2615120033693668
2015,SAMSUN,1279884,41718,44627,-2909,86345,32.59514143469252,34.868003662831946,-2.2702822087996264,67.46314509752446,0.9348152463755126
2015,SİNOP,204133,10059,11274,-1215,21333,49.27669705535117,55.22869893647769,-5.934341275907795,104.50539599182886,0.8922299095263438
2015,SİVAS,618617,25319,33501,-8182,58820,40.92839349710726,54.15467082217268,-13.13938475176166,95.08306431927994,0.7557684845228501
2015,SİİRT,320351,10505,16166,-5661,26671,32.79215610377367,50.46339796036223,-17.51647294167519,83.25555406413591,0.6498206111592231
2015,TEKİRDAĞ,937910,54482,33937,20545,88419,58.088729195765055,36.18364235374396,22.14766005039684,94.27237154950902,1.605386451365766
2015,TOKAT,593990,34586,40805,-6219,75391,58.226569470866515,68.69644270105557,-10.41534953554642,126.92301217192208,0.8475922068373973
2015,TRABZON,768417,27314,32454,-5140,59768,35.545803905952106,42.23488027984805,-6.666779076690009,77.78068418580015,0.841621988044617
2015,TUNCELİ,86076,6996,8133,-1137,15129,81.27701101352294,94.48626794925414,-13.122587123244983,175.7632789627771,0.8601991884913316
2015,UŞAK,353048,11044,11001,43,22045,31.281865355419093,31.160068885817225,0.1218038872435922,62.44193424123632,1.0039087355694938
2015,VAN,1096397,30492,48061,-17569,78553,27.811093974171765,43.835399038851804,-15.89693638556201,71.64649301302357,0.634443727762635
2015,YALOVA,233009,13834,11497,2337,25331,59.371097253754144,49.341441746885316,10.080206003696507,108.71253900063947,1.2032704183700096
2015,YOZGAT,419440,14933,26804,-11871,41737,35.602231546824335,63.90425329010109,-27.907107955206634,99.50648483692542,0.5571183405461871
2015,ZONGULDAK,595907,18244,25340,-7096,43584,30.6155155082924,42.52341388840876,-11.837418988914932,73.13892939670116,0.7199684293606946
2015,ÇANAKKALE,513341,25096,23005,2091,48101,48.887581549106734,44.81426576096591,4.081628669391006,93.70184731007264,1.0908932840686807
2015,ÇANKIRI,180945,12702,16148,-3446,28850,70.1981265025284,89.24258752659648,-18.86482580419121,159.44071402912488,0.7865989596234828
2015,ÇORUM,525180,16286,22636,-6350,38922,31.01032027114513,43.101412848927986,-12.01843457523824,74.11173312007311,0.7194734051952641
2015,İSTANBUL,14657434,453407,402864,50543,856271,30.933586328957716,27.485301997607493,3.4542399320674577,58.41888832656521,1.1254592120417808
2015,İZMİR,4168415,126238,105389,20849,231627,30.284412660447675,25.28275135753038,5.0142009703966375,55.56716401797806,1.1978289954359562
2015,ŞANLIURFA,1892320,40135,50580,-10445,90715,21.209414898114485,26.72909444491418,-5.504488041769815,47.93850934302866,0.7934954527481218
2015,ŞIRNAK,490184,11554,23615,-12061,35169,23.570740783052894,48.175787051392945,-24.306020884113625,71.74652783444584,0.489265297480415
2016,ADANA,2201670,51466,60759,-9293,112225,23.375891936575417,27.59677880881331,-4.211997689361431,50.972670745388726,0.8470514656264916
2016,ADIYAMAN,610484,18789,21201,-2412,39990,30.77721938658507,34.72818288439992,-3.943173829881149,65.50540227098499,0.8862317815197396
2016,AFYONKARAHİSAR,714523,22467,24400,-1933,46867,31.443354517629242,34.14865581653775,-2.7016469144550688,65.59201033416699,0.9207786885245902
2016,AKSARAY,396673,15234,12294,2940,27528,38.40442883685051,30.99278246817908,7.439214783288588,69.39721130502959,1.2391410444119082
2016,AMASYA,326351,15395,13609,1786,29004,47.1731356729411,41.700500381491096,5.48765124839457,88.8736360544322,1.1312366816077595
2016,ANKARA,5346518,177166,159915,17251,337081,33.136706918409324,29.910120942265603,3.2317998161259336,63.04682786067493,1.107876059156427
2016,ANTALYA,2328555,79203,73119,6084,152322,34.01379825685887,31.40101908694448,2.6161969423520746,65.41481734380335,1.0832068272268494
2016,ARDAHAN,98335,5164,6880,-1716,12044,52.514364163319264,69.96491584888392,-17.299607835230308,122.47928001220318,0.7505813953488372
2016,ARTVİN,168068,8240,9283,-1043,17523,49.027774472237425,55.233595925458744,-6.186624908431426,104.26137039769617,0.8876440805773995
2016,AYDIN,1068260,40363,33119,7244,73482,37.78387283994533,31.00275213899238,6.80419072022603,68.78662497893771,1.2187264108215827
2016,AĞRI,542255,14306,30811,-16505,45117,26.38242155443472,56.82013075029276,-29.98142622943375,83.20255230472748,0.46431469280451787
2016,BALIKESİR,1196176,43475,38566,4909,82041,36.344986022123834,32.241074891989136,4.112349488553234,68.58606091411298,1.1272882850178914
2016,BARTIN,192389,8940,8108,832,17048,46.46835318027538,42.14378160913566,4.333942794038745,88.61213478941103,1.1026147015293537
2016,BATMAN,576899,18757,21489,-2732,40246,32.51349022965892,37.249154531382445,-4.724477531927404,69.76264476104136,0.8728651868397785
2016,BAYBURT,90154,16981,6653,10328,23634,188.3554806220467,73.79594915367039,121.52017884456995,262.15142977571713,2.552382383886968
2016,BOLU,299896,18528,11762,6766,30290,61.7814175580868,39.22026302451516,22.81856107489385,101.00168058260196,1.575242305730318
2016,BURDUR,261401,12337,11059,1278,23396,47.1956878512324,42.306647640980714,4.9010208542655755,89.5023354922131,1.115561985712994
2016,BURSA,2901396,84458,63812,20646,148270,29.10943559583042,21.993550690770924,7.141293215356375,51.10298628660134,1.3235441609728578
2016,BİLECİK,218297,11031,9911,1120,20942,50.53207327631621,45.40144848532046,5.143820296963768,95.93352176163667,1.1130057511855513
2016,BİNGÖL,269560,10304,11205,-901,21509,38.225255972696246,41.56774002077459,-3.336907268421043,79.79299599347084,0.9195894689870594
2016,BİTLİS,341225,12571,18074,-5503,30645,36.8407941973771,52.96798300241776,-15.998185922584828,89.80877719979486,0.6955294898749586
2016,DENİZLİ,1005687,28170,24794,3376,52964,28.010703131292342,24.653793874237213,3.3625531499533365,52.664497005529554,1.1361619746712914
2016,DÜZCE,370371,15958,11119,4839,27077,43.08652675290452,30.02124896387676,13.151189762781236,73.10777571678128,1.4352010072848278
2016,DİYARBAKIR,1673119,39177,55604,-16427,94781,23.415549043433252,33.23373890321011,-9.77022688849469,56.64928794664336,0.7045716135529818
2016,EDİRNE,401701,16623,17190,-567,33813,41.381525064662526,42.79302267109119,-1.410502146227031,84.1745477357537,0.9670157068062827
